site_code,latitude,longitude,status
W7VE9,34.224007,68.936336,
RH35L,30.149451,74.512477,
KMQQU,31.976015,65.327669,
UC1KE,25.357444,77.10046,
025V4,36.85577,65.187085,
TJOF0,33.880456,73.47513,
BN1UW,30.229181,62.276704,
PLZ9M,32.911957,66.695908,
I784O,30.368046,64.579512,
GDTDQ,30.997695,69.271426,
9YWWA,36.624322,71.984549,
Q50WE,24.962221,60.74264,
8MVVT,27.008696,71.250598,
GEJS4,34.705987,71.191447,
0H6XF,32.191575,76.846552,
IMYN3,27.84831,63.114137,
HA2CU,31.320117,74.102919,
M5ZDZ,27.939407,61.318823,
ZK433,30.666676,61.242373,
BBWBI,32.749506,74.575514,
EIF4D,26.466152,68.665338,
POY7T,31.526876,66.582581,
QQSTH,25.02764,76.890756,
97792,33.620929,70.150539,
0GO61,33.586846,63.912745,
J9MGC,27.648292,76.220298,
EJQ3B,28.106955,73.348323,
CEQSW,26.084524,64.477762,
P81W4,23.675428,67.731499,
WC8F6,25.316047,76.364617,
OCILP,24.16071,69.156922,
AV6FU,29.057001,62.446031,
NAMHR,30.301184,68.150725,
1BVB6,31.649388,67.659922,
ZUW8K,27.948555,68.166713,
YBH0U,29.568766,70.124339,
O1M61,27.486156,72.485065,
PVKJ6,25.846941,72.936247,
7ZXU6,24.919368,68.313727,
R4RW6,32.839919,66.207302,
K4CYR,28.6961,67.225462,
PLQ27,33.466517,76.570192,
IEUIO,26.50789,76.556683,
13KPI,26.733704,69.045207,
H91NF,27.237101,76.818894,
XIB5J,27.536135,73.944085,
DAWSG,34.44269,72.033615,
1WJOA,36.126074,64.491344,
XZ74Y,33.436998,63.9292,
QMQ7W,25.983791,67.787245,
IBMPK,34.157401,74.901924,
1G709,24.610514,64.597357,
O5GVQ,36.864617,68.904596,
Z7EM8,23.724588,68.496703,
E59GP,32.760817,71.171689,
5EKL4,33.53801,65.671446,
0C66X,35.883627,62.720276,
4Q24R,30.752271,70.731138,
7RIN0,28.387292,70.22731,
C801F,27.828619,77.147565,
N17VV,23.665812,72.629509,
NT61Z,27.271929,76.257868,
9GPD2,30.403334,64.424876,
9IHZ4,30.584722,73.108552,
BEQKG,25.181066,69.645565,
U3ZU6,30.172213,74.776262,
OLJFN,36.571374,65.159732,
47W0Q,33.944382,73.777729,
O28U0,32.678759,63.294459,
GE39O,34.336277,73.38104,
NYEES,23.677695,67.603326,
SJWNA,29.188232,75.647325,
0V7A4,35.274638,66.318799,
SRHP3,36.421806,75.669199,
A03MM,31.338544,64.266802,
HYQ4U,34.897409,71.049599,
3MCFZ,29.677778,62.591888,
P2AG0,33.404767,73.624293,
O19M1,25.076924,68.162915,
X140P,23.714847,64.260797,
G5J9E,31.428051,63.356881,
0EX6S,29.982878,73.082193,
VXE0Y,25.894352,68.147845,
NE9TK,34.870948,75.780586,
OKRFL,30.065828,63.460742,
AUNJ9,27.820143,74.616721,
7L9FV,30.476495,67.312153,
IC8GQ,32.284476,61.566497,
CSZJD,30.402369,73.541551,
YIDHK,29.836389,71.730126,
A51FI,30.949195,63.503114,
83BQV,30.323672,73.151861,
XHYE8,23.735305,71.96098,
11H5A,34.390035,66.942969,
5EALY,24.303324,63.53862,
BHCXJ,26.970144,64.492464,
GAIYU,28.429192,69.427317,
LPYGZ,29.59609,63.185407,
8AE2L,34.448467,71.888036,
XCG7Z,29.176371,62.355667,
F5IWM,29.609216,74.285251,
ATHAF,32.046489,76.922948,
9CVWH,26.737688,65.661995,
WOIEG,28.126871,73.64544,
NPLI0,33.226707,67.069919,
RPZRX,24.734699,76.465906,
2UMV3,33.322249,73.797139,
WYZOH,24.666207,73.489119,
TNXEF,26.812916,61.277959,
II38M,26.069538,64.093744,
OZTD6,24.394637,64.813683,
O0W7Y,33.598595,64.236185,
1I6QK,26.878446,66.134056,
MT3MS,26.193176,70.476833,
V8CHG,34.87207,74.372212,
CKIEY,32.987309,68.629439,
XTXQ8,26.050059,74.010009,
UN4NG,26.418998,76.755813,
WSTY5,33.604,66.611054,
Z0T8O,31.284561,65.241236,
SNS8B,35.515028,64.317032,
OH3OU,24.429732,62.817809,
2KSTO,32.835694,60.916374,
GPN6J,32.80144,73.141834,
9SISJ,26.096076,77.242759,
3JV12,33.365401,61.436739,
19PPI,36.804591,74.242769,
E6BLG,26.315654,73.55213,
4AKWI,36.442969,62.540124,
8BEIS,31.700192,72.962452,
C1TN0,35.850321,61.404447,
91MFQ,28.303589,75.834679,
LOBAM,29.27743,67.497905,
HQMEL,36.937719,62.862145,
58PO5,29.496995,71.944559,
0Y1M5,28.65414,74.871886,
VPDXL,26.345652,74.404009,
OFKNY,24.307593,76.067262,
F4EYC,26.040135,61.84869,
XY3XJ,34.446362,63.173454,
8W6KZ,29.2276,71.1821,
M1S14,36.717002,75.850575,
12R2I,24.567427,70.683462,
DHGTD,29.085274,71.660326,
CAU17,23.504993,69.123558,
ZI6G0,24.12251,69.430429,
1NQTD,33.545613,62.284347,
3DIUV,30.341175,68.751664,
QV7P5,26.270605,72.206729,
D9X7E,36.775536,72.273031,
S078B,36.886867,75.357203,
ECSI5,23.965286,68.682209,
ETTYU,28.182378,70.437707,
5O5Q5,26.654999,67.886061,
M81DL,36.457673,60.651728,
878B5,26.56962,62.730318,
5IZIN,29.298301,75.131691,
OB10B,34.658968,68.247664,
N0038,29.77654,68.225736,
8TY2K,24.791973,71.425484,
TFORN,23.50085,66.878476,
MMT5D,30.967147,74.727695,
4WE8O,29.139945,72.609653,
4J3XO,28.539917,75.901549,
OIHTJ,33.837319,69.589737,
OM615,24.291175,63.084169,
EHUOM,34.037124,64.350188,
3UX8R,30.442396,61.112199,
NNSFE,30.313761,66.630545,
GBKDS,35.448379,62.707566,
XWFRO,31.019773,68.607207,
S6V3K,30.727082,64.906991,
LHCML,29.100167,68.385208,
9J0EX,24.803054,70.780785,
EYGGI,36.588727,68.32273,
3BRQH,32.746192,64.809817,
16S4Z,25.374845,71.674627,
EUHGC,33.06482,63.313592,
7809M,25.640358,64.511116,
AUTDJ,36.929954,66.050318,
0NP8X,31.095972,72.69596,
PZU57,29.178186,66.026139,
GXA92,36.697035,64.100769,
38K41,27.952013,72.010671,
YN1SS,27.502355,77.499385,
BWYSV,31.814527,75.876113,
DKH38,25.504315,70.451616,
QQ3CP,36.370402,60.630733,
4NVYA,26.423749,69.931186,
4X7GS,33.629033,72.511527,
7O04Y,25.794014,75.980193,
P1V54,25.340428,72.095355,
BL99I,35.980912,73.591588,
JSJ70,34.447733,71.862939,
286J3,34.660781,69.608368,
PR6TM,31.873391,76.078625,
XAXRP,24.518965,65.753528,
AC965,36.010939,60.724212,
UO4LQ,26.518331,72.350283,
XZ79Z,33.520374,76.622638,
ZZE1W,33.904756,74.787289,
55CYL,28.349611,73.749071,
CSEQK,29.150616,74.105085,
OCVHN,25.460625,69.812235,
XCM2T,28.321809,65.866741,
Y5AW8,26.55204,65.551924,
KG55J,36.440451,67.130512,
ANHWX,30.253185,69.140785,
GIJ8Z,30.09646,68.906235,
GQWKB,26.087593,77.265452,
XU6Z1,25.230787,67.003404,
PPHRD,35.735259,71.921313,
CWJRE,30.722894,62.805412,
93QHQ,26.616109,69.800056,
HCYDV,25.91807,61.079477,
NM8JA,32.664874,74.406256,
IR5I6,31.249578,68.377846,
L4EPL,29.913232,64.495461,
0VYPG,27.177886,67.827751,
RRPQU,26.113764,64.522433,
2857S,34.401003,62.270762,
G64SY,35.061438,61.366257,
CTZNR,33.199455,63.043509,
V2IDC,31.404974,69.462158,
01LHN,33.576426,69.618472,
LV4B7,26.431028,69.068962,
LKICZ,28.092624,66.243835,
BNWI8,28.533389,65.720579,
L5ZP6,27.118774,61.178574,
PX94Y,36.5927,61.777036,
C7CE7,29.276561,74.013913,
JJ933,27.584882,69.452189,
L9CZ1,33.903577,65.89889,
36M9R,29.856167,64.432697,
FE7YX,32.99549,63.173541,
LFIZG,33.898737,76.073983,
QG5A3,24.351355,72.750611,
8VEV4,25.580288,63.878311,
8ME8O,30.790678,63.874101,
5EJG5,30.379341,71.072877,
HB7TB,29.478936,76.570973,
OXXA2,24.637184,75.656656,
HY3TN,30.649189,64.121212,
2FZLA,35.12092,66.125856,
KWW3N,27.00198,70.894466,
6A28P,25.991422,71.557046,
P9ICV,36.894647,77.354664,
Z78C6,32.971295,74.584501,
78FW8,25.354977,67.73274,
QOOGZ,29.70413,74.926357,
HDHYB,34.797858,71.59073,
OIORI,36.553986,66.775461,
EQHOQ,32.407718,72.567577,
NOZ96,35.194977,76.287073,
NOMWQ,25.771585,64.996481,
TJU4P,30.361856,75.915075,
LVL4Y,26.40259,63.692591,
5HGJW,25.229493,62.25173,
8BWEU,35.355834,63.027904,
GAZDV,35.838684,61.256748,
UW5DM,23.601133,67.53164,
XXLVZ,35.405159,62.372783,
NYV4G,31.953009,63.797428,
ED12F,32.020763,67.098663,
ESU85,31.20598,64.530224,
VD24A,30.539655,76.234067,
CBC3M,26.098203,63.254531,
7DRF3,36.954853,77.408996,
15GLB,26.76832,74.797333,
PEGUZ,36.519658,76.066134,
9UUFL,24.445386,74.29385,
RR42T,33.58048,70.049118,
GG6AT,33.147528,71.004331,
Y7VDM,23.978422,66.557767,
7TZVE,23.72352,69.958763,
5KV6Z,27.634928,71.852766,
DHDQ3,27.892526,72.969693,
XG5GM,33.384267,76.180416,
FM6N0,35.475899,73.441564,
KXL1F,27.758809,61.459442,
LTSA8,29.567105,62.976917,
SQ6QY,30.750823,62.553586,
47YJD,36.883325,63.884417,
I436J,36.656821,74.244744,
TQ0K7,35.470763,66.921717,
B5YY6,32.457573,73.198566,
ESVOZ,33.866569,64.76832,
NG3XG,28.638893,62.858895,
OTLB5,33.455016,72.481234,
KMONF,27.224907,64.323155,
O0X7J,31.521169,67.142283,
E5BYC,30.04582,76.245051,
AYXDN,32.805585,72.035984,
MNMA0,31.155482,76.205954,
G5A3M,29.778846,63.531196,
L0ZWO,30.643614,74.597079,
J9LZE,32.61295,70.226447,
AWT3K,27.168781,61.96653,
IUA11,23.620919,63.348035,
1GFMT,26.005126,74.485769,
LSCES,27.753701,67.889468,
BIM4E,32.310553,76.791691,
0VTZM,30.278002,67.175265,
DV5IA,29.694774,62.896683,
FXSMS,31.029435,63.165768,
W4XP9,26.298171,73.100836,
MXFSF,26.924813,72.972425,
GE4BV,30.081279,68.053078,
AHG7L,29.905726,64.638,
B2WLH,30.471645,68.145263,
IBJ0E,26.835832,66.627618,
LRDIB,27.834211,76.131533,
URKLL,26.673148,74.278315,
XF5AR,35.169045,68.234257,
9P3BX,32.857866,61.381933,
EMM28,34.644424,70.669695,
YG9G5,25.171381,77.167667,
WH1KY,24.330524,67.572443,
2P5RU,28.893737,67.701341,
3CYKB,29.538569,71.599859,
ED0NW,29.186903,73.47362,
UIYMG,27.332245,73.401738,
F0HV3,33.431614,77.313311,
3POKC,26.808816,71.370773,
J8PFZ,32.392558,65.173732,
2WNJA,25.560572,69.818979,
6LB3S,35.488628,71.011991,
0BN5W,30.68938,77.457078,
SD6G6,34.537176,72.125075,
P9BJI,29.423719,72.426658,
ZBL6W,32.933944,62.033529,
9KHBU,29.9953,70.243853,
NAHDB,26.264582,72.085942,
PYRDF,35.556573,73.730731,
XY8S4,26.268036,75.383741,
RPU8G,27.187052,69.181953,
DHT6X,30.916329,68.231141,
CFZW4,35.036284,65.250192,
GLRG7,34.924131,60.778037,
HWH6F,32.547124,76.521057,
M0CVE,31.725414,75.374859,
XXIZE,24.401739,73.619968,
UXOPS,36.576645,67.167499,
20SZS,31.737591,71.212711,
4TV8T,28.340984,74.549954,
8PI6E,32.400266,70.61144,
TRBAA,30.214797,63.95033,
RPBBM,36.404163,67.30175,
9SF6A,26.208558,64.578545,
5QCJW,30.788815,61.369815,
8CXG4,35.445331,62.708703,
TD94H,24.305132,71.657292,
QP3A6,26.505688,66.365583,
RT86I,28.540608,67.087612,
Z6N3Q,32.814657,71.817743,
XT6ZS,35.63636,68.135127,
2YZ2X,35.883216,60.793173,
26RG3,32.211422,72.746981,
KGM2T,33.437568,70.762349,
1U9V7,36.424651,69.410539,
FMSSD,29.862492,65.652203,
F2ZBL,36.020383,66.206227,
N7SNT,30.89492,62.373539,
YXSSY,25.383582,74.12807,
DRS5F,27.498225,71.992035,
YNQ2K,35.93384,72.780966,
5YN1X,23.57314,72.208488,
I5NMP,26.01757,76.294831,
9DU36,24.550145,76.347589,
EL7P8,33.055116,61.101991,
PHOPR,25.309205,63.086727,
RI7HG,35.393895,67.473449,
HRSI7,31.933496,67.992352,
SS45W,29.651642,69.706898,
OSCS1,32.296288,66.255828,
5SC9C,31.894617,68.503481,
EVZ8H,32.847284,67.371359,
15LUE,35.494237,74.4246,
CN8I2,31.267338,76.855693,
4WXKV,26.759298,77.134044,
3RNG9,24.745257,61.269943,
QYLG5,35.114156,68.475374,
0VK6P,31.522567,67.318315,
6UDXB,30.572879,60.645175,
4C0O2,34.343445,61.287371,
QJ8JS,26.974327,62.255802,
HEEXN,31.620037,74.674167,
FUTCL,27.883935,69.865309,
GRJ9A,34.584471,70.149532,
O46R1,32.715654,77.311961,
CJWR5,34.077887,63.099777,
5ZKKJ,34.432228,67.54209,
KUW9E,32.087613,65.001828,
RMFYV,29.838723,62.155316,
59EEN,27.735168,69.912491,
FSNTW,28.304181,76.972718,
P9Q3P,24.536371,61.898275,
CBOE5,32.026552,60.787148,
A4T2X,33.703235,75.167903,
UNMVB,31.58804,68.186783,
3URO0,23.605283,61.177885,
YYO13,27.376507,65.053844,
06ZPA,25.161672,63.545979,
E0ER0,25.810979,62.038535,
WPH23,34.860825,67.626627,
S2HD9,30.145469,62.169398,
XGTRN,35.864785,62.20474,
DI3XG,28.884171,63.588651,
2HNGF,25.693585,75.261768,
QKMF3,33.280156,76.885337,
4UN0I,31.71292,64.380118,
1XPVF,26.352532,62.250565,
YOQTU,29.987694,74.890491,
NBKB9,30.878203,76.29406,
B7JMT,28.679468,72.752192,
VE0JR,34.841639,73.86969,
TOVCM,29.750643,67.389328,
CM09Y,33.949398,69.381512,
L9M2Z,25.83142,60.744284,
UQWCF,31.339545,72.739028,
MP0SJ,35.561898,63.127933,
H47QL,26.506331,63.205877,
3ZCZ3,28.249603,66.388799,
ULLQ1,23.974554,77.301624,
Z73ZG,32.250826,70.830747,
J2KHY,27.257866,73.762951,
MAU4R,36.053754,69.576245,
EWPC1,31.369763,73.579767,
ASTSS,36.671431,68.757295,
LWU6T,29.40803,66.867749,
3ZKEF,26.194406,69.036498,
CQL9L,34.781072,60.68604,
UZUXD,23.75282,70.784248,
6WPPO,24.926069,74.754973,
OOJOX,33.922172,60.589499,
GHAH9,36.714698,67.860257,
9PGI3,35.446397,63.589585,
9NFWH,28.551542,64.124933,
UAW90,26.228976,70.555957,
28T4P,24.031888,69.57123,
SV99T,28.859889,67.891264,
S3ARF,24.768609,74.148021,
BOFHS,34.661777,70.63383,
V7N5P,28.317682,75.442091,
5PDQ6,28.5146,71.158457,
I3FBH,33.720136,65.234347,
JUAZC,30.247612,65.512621,
YIY1E,34.869423,74.782914,
P421N,33.06854,74.280704,
1NT3Q,25.467177,74.65739,
I8GZO,34.598264,63.343988,
MEOKS,31.295754,62.040164,
KND43,33.475922,70.247326,
N0UYH,35.726863,75.438987,
INQP2,27.103102,72.091472,
OTBHZ,25.497055,65.152884,
WMIYY,26.354514,76.881784,
CUNNF,31.478976,72.471586,
UNKT3,26.894333,62.177862,
TKM0L,36.296435,68.4131,
P3XBP,35.973623,66.857938,
RCR2Z,34.616717,63.688445,
0T9MV,36.549761,64.8534,
543XT,36.828955,69.04816,
C5YOL,35.989052,71.795636,
5KT8H,28.949776,64.376932,
0GT86,32.896821,67.683683,
0PU91,28.197702,69.628937,
7F0X4,36.471256,74.953251,
E6CNW,31.621908,76.118023,
D5YC8,25.914971,71.905956,
EKSPO,29.119662,70.056794,
LF338,32.268746,67.600616,
7YWGH,27.117351,65.32191,
A5W05,30.441362,74.398166,
ZVAVB,31.895982,60.851111,
VG0Y2,27.412146,63.837394,
ZUHMV,30.864831,61.710868,
418G8,26.032351,75.616269,
I29OH,34.087149,77.266675,
SKD5B,31.917805,62.36862,
QBLIA,30.516103,68.970272,
IZG97,34.893717,75.257286,
2F0RT,33.857318,75.987202,
EGH1U,28.54499,74.989098,
RWHX9,35.436341,71.650783,
N1JMM,24.046165,76.28205,
I56W8,28.482199,67.972306,
1L13N,24.025256,64.987057,
H3J35,29.048292,68.024688,
RCEA6,32.70084,62.334115,
2SLBY,27.14802,67.142455,
NKPR5,36.188728,74.59186,
4N51M,25.485155,63.257275,
XNFQW,36.854172,67.05607,
QH2H5,34.626927,65.076791,
2MSBB,35.979558,74.697509,
RTD76,25.721272,74.590504,
T6JTM,26.109094,69.386342,
DWV7H,25.86611,63.112412,
5D8UY,29.823061,70.306905,
DXEB4,34.013264,60.733201,
F1LM9,32.710608,74.297549,
5SE7Y,36.360092,66.038008,
KQ3Y8,31.80535,74.069551,
6JFN3,25.899859,61.839759,
KC1H4,24.595846,61.237523,
V9EAT,30.965187,64.579968,
ZGU0N,24.536665,74.561215,
3SLL6,34.430445,65.369797,
43IMC,23.806072,76.000578,
UVTNO,30.996194,73.678801,
2H88A,30.858838,72.937582,
MV4DT,31.413729,62.218017,
3F57N,35.800066,72.199501,
JOUSG,34.906131,74.406346,
EXJRU,28.535295,61.972343,
DM87D,34.732793,65.034857,
SDTJ1,24.7172,76.34674,
PJXWT,29.652945,75.048735,
49DUB,27.299004,63.515407,
Z8TCK,36.567406,60.868821,
FZ2SG,34.200497,74.720667,
11UWY,32.622512,62.37986,
4ZDON,28.539688,70.057424,
6QZY7,34.648525,64.010225,
FQ2E2,25.162279,67.123137,
SUZCX,36.405536,73.522679,
WUY38,32.964801,73.57742,
UJXL0,27.954752,72.604953,
BPTWC,28.752569,73.400193,
BGHGX,28.226183,62.193292,
QCRIA,26.704304,63.595154,
CT1DT,32.468934,62.871398,
BKY2F,25.400286,69.705738,
BFFT9,25.7713,63.11855,
YQVFJ,35.506479,74.046806,
8ELAE,25.910689,61.205238,
H5P5V,29.106465,64.280302,
FH7VO,27.970131,74.667684,
4WK9F,33.067631,72.391901,
W5GFN,26.761078,76.760061,
ZWAB0,34.849138,73.410035,
IXB5K,33.152534,76.897972,
M8NBS,29.661306,62.784395,
LTLKK,33.72647,67.285154,
OR5S2,26.572871,74.649161,
LT44F,31.883887,61.785069,
HTX8I,36.553796,61.079144,
HOJX6,28.341455,66.189535,
8PT51,29.860909,61.915275,
CNQ90,28.184934,68.83279,
0LQOP,35.574231,64.829329,
RP9P5,36.455147,67.86285,
5I9PO,26.730554,74.178991,
Q6SNS,33.997762,61.108733,
R9ISY,32.67368,67.026182,
OQY6E,27.993544,71.716401,
L5DII,33.228039,62.157689,
WQL1E,26.264908,72.821946,
5TJ9Y,34.883755,66.926472,
MHPS2,25.380154,74.726749,
00IPX,27.329179,70.71455,
2S0F7,36.601611,73.438767,
TWWTR,34.589304,72.143366,
VQ773,34.587789,61.237541,
MVR85,32.357187,62.127982,
X2N4Z,30.018283,73.397796,
MR7L2,28.473115,71.895154,
09S8X,23.752491,64.998677,
1N5UH,34.152043,72.766443,
QL83M,36.837011,65.983243,
NE3T8,31.949808,74.242804,
5804T,34.790903,76.760735,
92NI9,36.677127,68.995056,
X2PCW,35.112953,70.867078,
S5G34,29.438878,66.704108,
1KOEY,30.695019,68.168791,
2TQQO,29.446386,69.76638,
XB9SZ,30.048095,68.949806,
T3E1R,29.206092,60.91571,
9891K,28.888772,71.304704,
YZJUD,24.322097,74.019564,
F3LIQ,28.140298,65.563582,
97HEL,29.750712,73.456995,
1LV6B,34.513224,66.524472,
MHAVU,29.149174,72.152751,
W7JCN,28.519046,65.057872,
PKLEG,27.758932,64.443354,
LZDG4,23.669065,73.046269,
G32A5,26.857304,69.72033,
RJW8Q,28.360068,75.15278,
KXXHH,33.746655,64.979599,
IXAOO,24.857625,69.370067,
ZH093,36.982905,68.517349,
42NNG,26.702233,66.850978,
JSK3W,24.782899,65.637964,
TM3O1,33.387785,76.841553,
7NM6G,36.614892,75.876093,
DY69Z,26.457916,73.850684,
2QIOU,24.227276,62.864155,
MDJ3F,26.146453,70.066386,
OY6VR,33.845332,75.253577,
J1N3G,36.704969,75.505341,
CS2UV,33.091527,75.212793,
WHF8X,24.948189,65.581665,
1A685,31.784559,61.391752,
53IBD,32.882284,75.518071,
15H8U,36.277902,77.093581,
VQ8OQ,30.627311,74.584415,
2U7FP,24.325061,76.738491,
U56IZ,27.614576,66.677544,
GK510,23.972527,72.433305,
2IVIG,30.657317,63.811826,
IGFXH,34.426555,69.694945,
E9R3W,31.191823,74.134349,
VI03F,29.026854,76.222145,
NBT5W,29.167443,63.513915,
NIIBV,24.080361,61.777203,
4G64Q,34.702815,75.993191,
IHLBH,29.741049,63.908222,
XLK4M,34.859309,75.809924,
6UQ6T,30.944661,65.527842,
BVWXK,33.565937,73.84282,
I7972,36.373616,74.478537,
FHZY2,30.578037,71.42651,
Q6LYZ,35.030778,62.044957,
J5YPH,25.76969,70.561419,
YD7TZ,32.041162,67.940809,
FG15A,33.872483,73.436745,
R20PC,27.875045,67.994656,
EMXX0,28.590119,66.87826,
LL3UZ,30.887703,62.625149,
K91VK,36.348092,73.484885,
G5387,27.536591,61.888188,
RP7NQ,29.999685,76.094407,
JOSZE,29.261868,74.637563,
YQ2MH,33.116644,73.642618,
N3LXI,30.303948,69.759994,
A48H0,35.206596,60.737624,
Y6Q51,31.807712,67.830646,
U655E,30.807011,64.689821,
86AOZ,25.267573,61.691504,
F4XLT,24.445616,77.034879,
C0KWJ,35.885498,71.400529,
GPJRC,30.244563,64.050739,
E94CN,29.558191,69.704322,
925YQ,25.774414,61.814055,
6T75S,31.262189,74.138804,
0X5WD,23.811244,66.424947,
WLZS1,36.573798,63.076405,
UNQE1,23.687448,72.123737,
9DYS0,34.243484,77.342354,
0A6W0,34.761473,68.27099,
J9XLE,32.611466,67.061123,
WHJ5O,35.611126,64.68736,
3X2PM,33.980296,61.642263,
9BK5H,36.686818,73.19353,
V0TDT,26.837655,76.842507,
2ULFJ,35.329503,71.076343,
C1I9X,29.072322,61.682268,
ZXR3Z,25.437843,62.704288,
3MTDH,31.208597,74.138427,
GK1G6,30.388177,62.643132,
JD6G8,27.86291,63.306454,
EG9UG,30.277616,66.879172,
RMMKS,25.179966,75.2426,
MA2OT,26.208195,74.674431,
BZYKW,34.568724,76.166673,
BGIQA,33.173633,65.683539,
2P1FR,27.593346,67.446717,
LSPNW,23.742232,77.418251,
1WSBE,24.34814,67.556201,
N561N,32.292262,66.896159,
UJNOP,29.533673,61.020717,
H95OP,33.777252,64.852624,
Y8EOM,33.546338,61.889758,
W4IGG,35.006918,73.217837,
28E6K,27.342459,70.342034,
7VTFQ,29.204865,61.581262,
L5GNM,36.022286,74.511916,
PA5GM,34.843049,71.198739,
UPPGV,36.406874,64.333137,
E5X0I,29.268607,70.468693,
WOEK5,31.354935,71.998008,
159W6,32.237508,62.427886,
XG4VX,24.013277,73.657401,
OXBWM,30.841886,66.879783,
RCBJN,25.892545,70.288828,
AOOPL,35.248528,63.213179,
A2DHF,27.77643,75.495434,
UCVIM,27.871233,72.378097,
FZ3SX,25.989513,71.582888,
M1BZQ,28.692909,62.951833,
DW7BB,32.743791,65.893858,
U8XNV,24.939812,70.620517,
45BUK,32.516869,74.135067,
DD219,36.323105,64.916188,
BROMH,35.383535,71.902106,
Y3QNJ,35.306834,64.238009,
CVJSR,34.630728,64.720727,
XZRXJ,33.178661,71.358114,
NTB09,30.938377,68.819111,
7K0NJ,28.27673,75.143403,
AWZ1B,32.798309,71.910884,
HF60G,28.962222,69.680255,
V7EH6,28.552592,66.450816,
UC316,30.054699,76.055941,
JZ9MY,29.573699,73.00615,
MVJK7,28.041621,66.597905,
ZVUIL,36.523099,73.462136,
FIVJG,31.326535,65.794448,
D3X0A,35.870741,74.149813,
21GRR,29.941886,70.405597,
CIRKH,25.387786,76.564195,
1EWLR,33.114587,63.968359,
R1Y0C,35.288376,66.050086,
R4EOO,28.533811,68.468996,
JNEFX,24.516881,69.065912,
4M5OS,29.840706,76.151342,
Y8O7O,29.400458,62.598744,
0RWCY,28.31698,62.3615,
6S5P0,30.821629,69.649644,
DQ0LM,35.710797,66.485833,
N24T1,30.623924,66.457972,
9T90A,26.318309,68.993575,
BOZFY,27.010138,76.876315,
D6LQI,33.430665,74.060202,
R50M7,26.666531,65.373044,
P1ESK,34.335231,75.080573,
50OBT,27.447095,64.893882,
70H85,26.113915,61.513822,
2E0XL,28.690173,76.753584,
LAAPW,35.689683,63.076108,
QULJX,35.844864,72.381384,
ZW87L,35.297918,64.961077,
8WD4T,33.383033,75.391732,
9QIVL,26.529859,72.816044,
TOKEK,26.161271,68.302271,
NXWHL,25.137399,73.640588,
TU86D,32.586272,69.899491,
TQ09H,33.57573,63.398332,
QJP8S,26.84299,67.589812,
SMJ9C,32.886378,64.930937,
CEHXE,30.886324,69.748506,
EF8RI,31.643139,65.160489,
4D1BF,27.562451,73.072724,
X5JOK,30.107883,63.057378,
E0QET,26.965978,75.349299,
H4K9L,32.498782,77.427571,
7ENF1,32.738993,68.11505,
X7KQ5,36.875747,63.317422,
QDJZ2,29.769519,66.578322,
DU2IU,36.170447,74.356203,
MS5ED,28.388764,73.000423,
X1B2P,36.535377,67.158667,
U7F4C,32.485047,68.790599,
7B4VA,28.481189,61.791247,
KKZQU,30.764846,69.733571,
DW9J7,34.738176,74.574593,
2BEXF,32.235889,61.449061,
8OVK9,28.711987,73.776971,
X8BR9,33.077772,71.142039,
440BS,29.987387,66.969296,
UFTID,35.319763,69.509524,
BBP8E,23.967398,67.764871,
OX4AD,31.710107,76.834893,
VLQOI,27.880809,73.41865,
U1PG3,28.523842,67.686217,
M7J20,23.527699,72.409493,
16SIY,33.184853,67.839449,
0D5GA,28.540489,75.237429,
0FX72,30.991245,63.51621,
HTL3C,26.665985,70.202928,
2RGOD,24.602846,72.696812,
9VDBW,30.966761,73.137114,
5YWX9,23.639239,73.177603,
FUAAG,25.287664,66.299731,
LPEWE,23.952366,72.006027,
DT88A,32.738556,69.545653,
EGMKT,26.000967,66.433819,
IPFVI,34.265085,74.486616,
FGFVM,27.365588,72.470625,
HYRSX,27.214034,66.484107,
K097M,26.112316,77.396668,
KT1ER,33.298982,71.213435,
HDN0A,35.235541,70.873707,
FLIR7,23.845074,74.634913,
09KI9,25.428833,68.837944,
8DIBK,24.16754,66.182764,
K0BLC,33.11649,71.189507,
7YEM4,34.722817,74.965522,
EKJ8R,32.619184,71.351595,
NJZ8T,33.092143,74.011688,
Z8OMJ,26.271812,68.495577,
KNKVK,23.855343,68.786272,
23G8W,30.033446,76.969477,
58B3W,33.205732,61.92904,
L0HZ3,29.098286,65.040931,
N35NU,31.601421,70.07669,
FJETV,32.137035,72.445637,
FE73K,36.192302,69.522742,
VYOGT,26.193246,69.330623,
ZX5Y7,33.024574,61.20318,
NPWB3,30.573904,66.890577,
UJHTM,27.064619,67.336772,
0FVBA,32.281573,74.548566,
2YWZ1,30.066783,64.249032,
Y2KVR,29.080172,62.738029,
F37GA,23.974604,75.581211,
PFY2W,36.143523,63.529211,
0JLAM,29.958783,66.522617,
RIQJE,29.071765,73.193368,
7JPFR,25.99079,70.39213,
G41J5,31.458813,64.226346,
IXIQO,33.239347,71.116927,
AYG2S,32.38778,69.557333,
21FM3,35.491611,71.064266,
9XY36,23.891254,75.811418,
VTTP8,30.858445,64.012338,
A5Y9C,27.745212,73.842351,
L4A5P,27.203708,70.401318,
3QWIX,28.948401,72.976493,
HD9BD,35.539121,76.910088,
FZVTA,33.060902,65.929198,
FUQUQ,23.793695,62.461033,
7P9D0,23.552815,76.711125,
